PRODUCTO,AÑO,MES,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,11,Concurso,18,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-3,2016,11,Concurso,10,ALMACENABLE,270
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2017,11,Compra menor,18,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2017,11,Compra menor,11,TRANSITO,2
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2017,11,Compra menor,11,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,11,Compra menor,10,ALMACENABLE,40
APOSITO DE ESPUMA POLIURETANO-8,2017,11,Concurso,4,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2017,11,Compra menor,10,ALMACENABLE,60
APOSITO DE ALGINATO C/ PLATA-6,2017,11,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,11,Compra menor,0,ALMACENABLE,100
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2017,11,Compra menor,10,ALMACENABLE,30
APOSITO C/ CARBON Y PLATA-4,2017,11,Concurso,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA  / CINTA-18,2017,11,Compra menor,18,TRANSITO,50
HIDROGEL-37,2017,11,Compra menor,10,ALMACENABLE,275
APOSITO DE HIDROCOLOIDE-3,2017,11,Concurso,10,ALMACENABLE,375
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,11,Compra menor,18,ALMACENABLE,70
APOSITO C/ CARBON Y PLATA-6,2018,11,Compra menor,18,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-7,2018,11,Concurso,13,ALMACENABLE,400
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2018,11,Compra menor,10,ALMACENABLE,80
APOSITO DE HIDROFIBRA  / CINTA-18,2018,11,Compra menor,18,TRANSITO,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,11,Compra menor,4,ALMACENABLE,30
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,11,Compra menor,0,ALMACENABLE,50
APÓSITO TRANSPARENTE ADHESIVO-24,2019,11,Compra menor,0,ALMACENABLE,1200
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2019,11,Concurso,11,TRANSITO,700
APOSITO C/ CARBON Y PLATA-6,2019,11,Compra menor,0,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2019,11,Concurso,10,ALMACENABLE,210
APOSITO MALLADO C/ PARAFINA-38,2019,11,Compra menor,10,ALMACENABLE,130
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2019,11,Compra menor,4,ALMACENABLE,2000
APOSITO DE HIDROCOLOIDE-6,2019,11,Concurso,10,ALMACENABLE,630
APOSITO DE FIBRAS DE POLIACRILATO-3,2019,11,Compra menor,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,11,Compra menor,10,ALMACENABLE,140
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,11,Compra menor,0,ALMACENABLE,150
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2019,11,Compra menor,0,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-7,2019,11,Concurso,0,ALMACENABLE,50
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2019,11,Compra menor,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,11,Concurso,0,ALMACENABLE,150
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,11,Compra menor,4,ALMACENABLE,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,11,Concurso,0,ALMACENABLE,200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,11,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,11,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2021,11,Concurso,4,TRANSITO,20
APOSITO DE HIDROFIBRA  / CINTA-18,2021,11,Compra menor,4,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,11,Concurso,4,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,11,Concurso,10,ALMACENABLE,205
APÓSITO ABSORBENTE C/ ADHESIVO-22,2022,11,Compra menor,10,ALMACENABLE,640
APOSITO DE HIDROCOLOIDE-9,2022,11,Concurso,10,ALMACENABLE,270
APOSITO DE HIDROCOLOIDE-6,2022,11,Concurso,10,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-4,2022,11,Concurso,10,ALMACENABLE,340
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,11,Concurso,10,ALMACENABLE,790
APOSITO DE HIDROFIBRA  / CINTA-18,2022,11,Compra menor,14,TRANSITO,20
APOSITO DE HIDROFIBRA  / CINTA-18,2022,11,Compra menor,14,TRANSITO,20
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,11,Concurso,10,ALMACENABLE,330
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2015,12,Compra menor,10,ALMACENABLE,150
APOSITO MALLADO C/ PARAFINA-39,2015,12,Compra menor,6,ALMACENABLE,220
APOSITO DE HIDROCOLOIDE-3,2015,12,Compra menor,10,ALMACENABLE,165
APÓSITO TRANSPARENTE ADHESIVO-24,2016,12,Compra menor,6,ALMACENABLE,1200
APOSITO MALLADO C/ PARAFINA-39,2016,12,Concurso,6,ALMACENABLE,150
HIDROGEL-37,2016,12,Compra menor,10,ALMACENABLE,255
APOSITO DE HIDROCOLOIDE-7,2016,12,Concurso,18,ALMACENABLE,130
APÓSITO TRANSPARENTE ADHESIVO-24,2017,12,Compra menor,18,ALMACENABLE,2800
APOSITO C/ CARBON Y PLATA-4,2017,12,Concurso,18,ALMACENABLE,150
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,12,Compra menor,15,TRANSITO,7
APÓSITO TRANSPARENTE ADHESIVO-20,2020,12,Concurso,18,ALMACENABLE,650
APÓSITO TRANSPARENTE ADHESIVO-20,2020,12,Concurso,4,ALMACENABLE,500
APÓSITO TRANSPARENTE ADHESIVO-24,2020,12,Concurso,10,ALMACENABLE,1500
APÓSITO ABSORBENTE C/ ADHESIVO-23,2020,12,Concurso,0,ALMACENABLE,1200
APOSITO MALLADO C/ PARAFINA-38,2020,12,Concurso,4,ALMACENABLE,320
APOSITO DE HIDROFIBRA  / CINTA-18,2020,12,Compra menor,3,TRANSITO,30
APOSITO DE HIDROCOLOIDE-3,2020,12,Concurso,10,ALMACENABLE,260
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,12,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,12,Concurso,0,ALMACENABLE,200
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,12,Concurso,0,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-39,2021,12,Concurso,18,ALMACENABLE,300
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,12,Concurso,18,ALMACENABLE,110
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,12,Concurso,0,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,12,Compra menor,10,ALMACENABLE,220
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,12,Compra menor,0,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-38,2022,12,Compra menor,10,ALMACENABLE,210
APOSITO MALLADO C/ PARAFINA-38,2022,12,Compra menor,0,ALMACENABLE,80
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,12,Concurso,10,ALMACENABLE,480
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,12,Concurso,18,ALMACENABLE,40
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,1,Compra menor,6,ALMACENABLE,180
APOSITO DE HIDROCOLOIDE-3,2015,1,Compra menor,10,ALMACENABLE,350
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,1,Concurso,18,ALMACENABLE,80
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,1,Concurso,4,ALMACENABLE,30
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,1,Concurso,13,ALMACENABLE,400
APÓSITO TRANSPARENTE ADHESIVO-24,2017,1,Compra menor,18,ALMACENABLE,2800
APOSITO C/ CARBON Y PLATA-6,2017,1,Concurso,18,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-6,2017,1,Concurso,13,ALMACENABLE,600
APOSITO MALLADO C/ PARAFINA-38,2017,1,Concurso,0,ALMACENABLE,200
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2017,1,Compra menor,6,ALMACENABLE,6000
APOSITO C/ CARBON Y PLATA-4,2017,1,Concurso,18,ALMACENABLE,170
HIDROGEL-37,2017,1,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2018,1,Concurso,0,ALMACENABLE,100
APÓSITO TRANSPARENTE ADHESIVO-24,2018,1,Compra menor,18,ALMACENABLE,2800
APOSITO DE ESPUMA POLIURETANO-8,2018,1,Concurso,0,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-9,2018,1,Compra menor,10,ALMACENABLE,60
APÓSITO TRANSPARENTE ADHESIVO-20,2019,1,Compra menor,18,ALMACENABLE,800
APÓSITO TRANSPARENTE ADHESIVO-24,2019,1,Compra menor,0,ALMACENABLE,1200
APOSITO DE ESPUMA POLIURETANO-8,2019,1,Concurso,10,ALMACENABLE,250
APOSITO DE ESPUMA POLIURETANO-8,2019,1,Concurso,0,ALMACENABLE,60
APOSITO C/ CARBON Y PLATA-4,2019,1,Concurso,18,ALMACENABLE,170
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,1,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2019,1,Compra menor,4,TRANSITO,20
APOSITO DE HIDROCOLOIDE-3,2019,1,Concurso,10,ALMACENABLE,295
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,1,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,1,Compra menor,0,ALMACENABLE,100
APOSITO DE ESPUMA POLIURETANO-8,2020,1,Concurso,0,ALMACENABLE,40
APOSITO MALLADO C/ PARAFINA-38,2020,1,Compra menor,10,ALMACENABLE,320
APOSITO DE HIDROCOLOIDE-9,2020,1,Compra menor,18,ALMACENABLE,207
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2020,1,Compra menor,10,ALMACENABLE,7000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,1,Compra menor,18,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,1,Compra menor,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2020,1,Compra menor,10,TRANSITO,20
APOSITO DE HIDROCOLOIDE-7,2020,1,Concurso,0,ALMACENABLE,60
APÓSITO TRANSPARENTE ADHESIVO-24,2015,3,Compra menor,4,ALMACENABLE,1200
APOSITO MALLADO C/ PARAFINA-38,2015,3,Compra menor,4,ALMACENABLE,330
APOSITO C/ CARBON Y PLATA-4,2015,3,Compra menor,10,ALMACENABLE,150
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,3,Compra menor,10,ALMACENABLE,220
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2015,3,Compra menor,12,TRANSITO,80
APÓSITO ABSORBENTE C/ ADHESIVO-22,2016,3,Compra menor,4,ALMACENABLE,640
APOSITO DE ESPUMA POLIURETANO-8,2016,3,Compra menor,10,ALMACENABLE,200
APOSITO DE ESPUMA POLIURETANO-8,2016,3,Compra menor,4,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-9,2016,3,Compra menor,4,ALMACENABLE,90
APOSITO DE HIDROCOLOIDE-9,2016,3,Compra menor,10,ALMACENABLE,45
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,3,Compra menor,0,ALMACENABLE,200
APOSITO ABSORBENTE S/ ADHESIVO-25,2016,3,Compra menor,10,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,3,Concurso,13,ALMACENABLE,400
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,3,Compra menor,0,TRANSITO,48
APÓSITO ABSORBENTE C/ ADHESIVO-23,2017,3,Compra menor,18,ALMACENABLE,1500
APOSITO DE HIDROCOLOIDE-3,2017,3,Concurso,10,ALMACENABLE,350
APOSITO DE HIDROCOLOIDE-3,2017,3,Concurso,6,ALMACENABLE,50
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,3,Compra menor,15,TRANSITO,4
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,3,Compra menor,4,ALMACENABLE,60
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,3,Compra menor,4,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,3,Compra menor,12,TRANSITO,12
APOSITO DE HIDROFIBRA  / CINTA-18,2020,3,Compra menor,11,TRANSITO,40
APOSITO DE HIDROCOLOIDE-3,2020,3,Concurso,10,ALMACENABLE,340
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,3,Compra menor,18,ALMACENABLE,70
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,3,Concurso,0,ALMACENABLE,200
APOSITO DE ESPUMA POLIURETANO-8,2021,3,Concurso,0,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,3,Concurso,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,3,Concurso,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,3,Concurso,0,ALMACENABLE,180
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,3,Compra menor,18,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,3,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,3,Concurso,18,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-3,2021,3,Concurso,10,ALMACENABLE,255
APÓSITO TRANSPARENTE ADHESIVO-20,2022,3,Concurso,7,ALMACENABLE,50
APOSITO DE ESPUMA POLIURETANO-8,2022,3,Concurso,7,ALMACENABLE,210
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,3,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,3,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,3,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,3,Concurso,18,ALMACENABLE,40
APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,2022,3,Compra menor,9,TRANSITO,5
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2015,4,Concurso,10,TRANSITO,350
APOSITO C/ CARBON Y PLATA-6,2015,4,Concurso,13,ALMACENABLE,600
APOSITO C/ CARBON Y PLATA-6,2015,4,Concurso,18,ALMACENABLE,300
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2015,4,Compra menor,10,ALMACENABLE,160
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,4,Compra menor,13,ALMACENABLE,500
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,4,Compra menor,10,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-7,2015,4,Compra menor,13,ALMACENABLE,600
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,4,Compra menor,10,ALMACENABLE,100
APÓSITO TRANSPARENTE ADHESIVO-24,2018,4,Compra menor,4,ALMACENABLE,800
APOSITO ABSORBENTE S/ ADHESIVO-25,2018,4,Compra menor,10,ALMACENABLE,400
APOSITO DE HIDROFIBRA  / CINTA-18,2018,4,Compra menor,11,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2018,4,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA  / CINTA-18,2018,4,Compra menor,11,TRANSITO,40
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2019,4,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,4,Compra menor,13,ALMACENABLE,600
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2019,4,Compra menor,0,ALMACENABLE,30
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,4,Compra menor,12,TRANSITO,12
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,4,Concurso,10,ALMACENABLE,205
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,4,Concurso,10,ALMACENABLE,200
APOSITO DE HIDROCOLOIDE-9,2020,4,Compra menor,4,ALMACENABLE,105
APOSITO DE HIDROCOLOIDE-9,2020,4,Compra menor,18,ALMACENABLE,204
APOSITO C/ CARBON Y PLATA-4,2020,4,Concurso,18,ALMACENABLE,160
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,4,Compra menor,18,ALMACENABLE,90
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2021,4,Concurso,10,ALMACENABLE,150
APOSITO DE ESPUMA POLIURETANO-8,2021,4,Concurso,18,ALMACENABLE,190
APOSITO MALLADO C/ PARAFINA-38,2021,4,Concurso,18,ALMACENABLE,270
APOSITO DE HIDROCOLOIDE-9,2021,4,Concurso,18,ALMACENABLE,249
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2021,4,Compra menor,13,ALMACENABLE,1000
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,4,Concurso,18,ALMACENABLE,140
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,4,Concurso,10,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-39,2021,4,Concurso,18,ALMACENABLE,400
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,4,Compra menor,18,TRANSITO,12
APOSITO DE HIDROCOLOIDE-3,2021,4,Concurso,18,ALMACENABLE,40
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2016,5,Compra menor,18,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,5,Compra menor,18,ALMACENABLE,60
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,2016,5,Compra menor,18,ALMACENABLE,350
APÓSITO TRANSPARENTE ADHESIVO-20,2016,5,Compra menor,10,ALMACENABLE,1000
APÓSITO TRANSPARENTE ADHESIVO-24,2017,5,Compra menor,0,ALMACENABLE,1200
APÓSITO TRANSPARENTE ADHESIVO-24,2017,5,Compra menor,10,ALMACENABLE,2000
APOSITO MALLADO C/ PARAFINA-38,2017,5,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2017,5,Compra menor,10,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO-3,2017,5,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,5,Compra menor,0,ALMACENABLE,200
APOSITO C/ CARBON Y PLATA-4,2017,5,Concurso,10,ALMACENABLE,100
APOSITO C/ CARBON Y PLATA-4,2017,5,Concurso,18,ALMACENABLE,160
APÓSITO TRANSPARENTE ADHESIVO-20,2018,5,Compra menor,18,ALMACENABLE,600
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,5,Compra menor,12,TRANSITO,12
APOSITO DE HIDROFIBRA  / CINTA-18,2018,5,Compra menor,4,TRANSITO,20
APOSITO DE ESPUMA POLIURETANO-8,2019,5,Concurso,4,ALMACENABLE,180
APOSITO DE HIDROFIBRA  / CINTA-18,2019,5,Compra menor,11,TRANSITO,10
APOSITO MALLADO C/ PARAFINA-38,2022,5,Concurso,10,ALMACENABLE,200
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2022,5,Compra menor,18,ALMACENABLE,8000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,5,Concurso,13,ALMACENABLE,2000
APOSITO C/ CARBON Y PLATA-4,2022,5,Concurso,10,ALMACENABLE,440
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,5,Concurso,10,ALMACENABLE,400
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,5,Concurso,18,ALMACENABLE,40
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2022,5,Concurso,10,ALMACENABLE,20
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,5,Concurso,14,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,5,Compra menor,14,TRANSITO,20
EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,2022,5,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,5,Compra menor,7,TRANSITO,30
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2022,5,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2022,5,Compra menor,11,TRANSITO,10
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,5,Compra menor,4,TRANSITO,4
APOSITO DE ESPUMA POLIURETANO-8,2015,6,Concurso,4,ALMACENABLE,160
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2015,6,Compra menor,10,ALMACENABLE,2000
APOSITO C/ CARBON Y PLATA-4,2015,6,Compra menor,18,ALMACENABLE,250
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2016,6,Compra menor,10,ALMACENABLE,150
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,6,Compra menor,10,ALMACENABLE,160
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,6,Compra menor,18,ALMACENABLE,50
APÓSITO ABSORBENTE C/ ADHESIVO-23,2017,6,Compra menor,4,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2017,6,Concurso,4,ALMACENABLE,120
HIDROGEL-37,2017,6,Compra menor,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2021,6,Concurso,0,ALMACENABLE,1200
APÓSITO ABSORBENTE C/ ADHESIVO-23,2021,6,Concurso,0,ALMACENABLE,900
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2021,6,Compra menor,11,TRANSITO,3
APOSITO DE HIDROFIBRA  / CINTA-18,2021,6,Compra menor,18,TRANSITO,50
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,6,Compra menor,11,TRANSITO,25
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,6,Compra menor,1,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,6,Compra menor,11,TRANSITO,5
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2022,6,Concurso,10,ALMACENABLE,330
APÓSITO TRANSPARENTE ADHESIVO-20,2022,6,Concurso,10,ALMACENABLE,950
APÓSITO TRANSPARENTE ADHESIVO-24,2022,6,Concurso,10,ALMACENABLE,1500
APÓSITO ABSORBENTE C/ ADHESIVO-22,2022,6,Concurso,10,ALMACENABLE,3000
APOSITO C/ CARBON Y PLATA-6,2022,6,Concurso,18,ALMACENABLE,600
APOSITO MALLADO C/ PARAFINA-38,2022,6,Concurso,10,ALMACENABLE,320
APOSITO MALLADO C/ PARAFINA-39,2022,6,Concurso,10,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,6,Concurso,10,ALMACENABLE,510
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,6,Concurso,13,ALMACENABLE,2000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,13,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,4,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,6,TRANSITO,24
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,6,Compra menor,18,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,6,Concurso,10,ALMACENABLE,310
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,6,Concurso,18,ALMACENABLE,120
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,80
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,20
